,Source,Text,Date,Compound,Positive,Neutral,Negative,Counter
123,@BBC,"? Linda Geddes decided to live for weeks in only candlelight.

? Along the way, she discovered simple things that e… https://t.co/zaVSblsE5i",Thu May 03 07:26:02 +0000 2018,0.0,0.0,1.0,0.0,24
124,@BBC,Medical supplies are now only a text message away. And doctors are using drones to deliver them! https://t.co/e6odyQp7MK,Thu May 03 07:04:05 +0000 2018,0.0,0.0,1.0,0.0,25
125,@BBC,Eight rural singles from across the UK enlist the help of farmer's daughter @sarajcox as they take the bull by the… https://t.co/RcPopuypXN,Wed May 02 19:02:03 +0000 2018,0.4019,0.114,0.886,0.0,26
126,@BBC,"Don't like plastic straws? 
?? Here's a solution you'd never have thought of... https://t.co/79fOaOmak3",Wed May 02 18:02:04 +0000 2018,0.049,0.149,0.714,0.137,27
127,@BBC,"A vegan diet doesn't mean giving up on your favourite comfort foods. 

These cosy comforts are just like the real t… https://t.co/QnWNKI87cm",Wed May 02 17:01:07 +0000 2018,0.7239,0.298,0.626,0.075,28
128,@BBC,"? There are so many unexpected ways your wedding day can go wrong. 
Chris from Wales describes his Best Man wedding… https://t.co/by9CPQDoxN",Wed May 02 17:01:04 +0000 2018,0.2732,0.16,0.722,0.118,29
129,@BBC,"?? Rob's finished his 15,000 mile run across America, Forrest Gump style... https://t.co/rdUz8yjzdv",Wed May 02 16:03:01 +0000 2018,0.0,0.0,1.0,0.0,30
130,@BBC,"RT @BBCEarth: Is it too late to save our closest cousins?

#SavingTheOrangutan https://t.co/PFucODDWdE",Wed May 02 15:14:24 +0000 2018,0.4939,0.211,0.789,0.0,31
131,@BBC,"????? 
Swedish meatballs, the national dish of Sweden, have been revealed to have originated from another country -… https://t.co/BL822Rpdfx",Wed May 02 13:00:12 +0000 2018,0.0,0.0,1.0,0.0,32
132,@BBC,RT @bbcthree: This is what happens when you breathe in polluted air. https://t.co/kAmH8JRoCo,Wed May 02 12:26:35 +0000 2018,-0.4588,0.0,0.8,0.2,33
133,@BBC,?? This robot helps transport water in rural India - but how do the villagers get on with the new tech? https://t.co/Nx5Ixg59sx,Wed May 02 12:01:03 +0000 2018,0.2023,0.083,0.917,0.0,34
134,@BBC,"A pilot scheme to clean rivers polluted by abandoned metal mines has delivered 'staggering' results, environment of… https://t.co/6FfqT8puye",Wed May 02 10:23:47 +0000 2018,-0.5106,0.119,0.617,0.264,35
135,@BBC,RT @bbcpress: Hit global drama #McMafia will return to @BBCOne for a second series: https://t.co/Zq8PE0uzKI @MishaGlenny https://t.co/BTIOm…,Wed May 02 09:08:10 +0000 2018,0.0,0.0,1.0,0.0,36
136,@BBC,RT @bbccomedy: Is stand up comedy your thing? It's your LAST CHANCE to apply for the @BBCNewComedy18 Awards! £1000 prize and a live final/s…,Wed May 02 08:55:01 +0000 2018,0.8962,0.384,0.616,0.0,37
137,@BBC,"RT @BBCOne: Mary, as the world has never seen her before.*

*Made out of berries.

Britain's Best Home Cook starts Thursday, 8pm with @Clau…",Wed May 02 08:49:07 +0000 2018,0.6369,0.154,0.846,0.0,38
138,@BBC,RT @BBCiPlayer: Vivienne Westwood once provocatively posed as Margaret Thatcher. But don’t be mistaken into thinking she was an admirer…htt…,Wed May 02 08:48:49 +0000 2018,-0.3612,0.0,0.884,0.116,39
139,@BBC,Author and academic @Kehinde_Andrews imagines a world where Africa is the 'promised land'. https://t.co/GfI79HDlB0,Wed May 02 08:00:14 +0000 2018,0.3612,0.172,0.828,0.0,40
140,@BBC,Longer and harsher prison sentences could mean that prisoners’ personalities will be changed in ways that make thei… https://t.co/EW3XJgCIF5,Wed May 02 07:29:07 +0000 2018,-0.743,0.051,0.675,0.274,41
141,@BBC,Are we living in a computer simulation? @ElonMusk thinks we are... https://t.co/gTuYgkV0xY,Wed May 02 07:00:07 +0000 2018,0.0,0.0,1.0,0.0,42
142,@BBC,"? Margaret Thatcher believed in 'laissez-faire economics' - which is French for something... 
#CunkOnBritain https://t.co/SJz0yJ6y2p",Tue May 01 18:09:04 +0000 2018,0.0,0.0,1.0,0.0,43
143,@BBC,"RT @BBCOne: Some dads forget birthdays, others forget anniversaries, but not knowing your your daughter's engaged takes the biscuit. #TheSp…",Tue May 01 18:03:21 +0000 2018,0.3919,0.151,0.725,0.124,44
144,@BBC,"? Meet the people fighting pollution with plastic-free periods. 
?https://t.co/teQa1ozjRO https://t.co/Om0pj4DyEq",Tue May 01 17:00:28 +0000 2018,-0.3612,0.0,0.783,0.217,45
145,@BBC,RT @bbcstories: Why would you want to work in a prison? Last few days to catch our @BBCiPlayer doc as we go inside one with new recruits Ar…,Tue May 01 16:25:59 +0000 2018,-0.4588,0.044,0.845,0.111,46
146,@BBC,RT @BBC100women: Shrouk El-Attar campaigns for asylum seeks and the LGBTQ+ community - using belly dancing and drag https://t.co/VHH70gXn3Y,Tue May 01 16:25:35 +0000 2018,-0.2263,0.0,0.899,0.101,47
147,@BBC,"RT @bbcmusic: ""I bet she regrets breaking your heart now""
""I dunno if she does..."" ?

@NiallOfficial you are killing us ? 
?https://t.co/ZV…",Tue May 01 16:24:12 +0000 2018,-0.7845,0.0,0.734,0.266,48
148,@BBC,RT @BBCTwo: So much 90s nostalgia. ??? #CunkOnBritain https://t.co/l7U1KiCObR,Tue May 01 16:23:05 +0000 2018,0.0,0.0,1.0,0.0,49
149,@BBC,"RT @bbcthree: ""Stop taking steroids!"" and other things not to say to bodybuilders. https://t.co/NzHtz7bo3U",Tue May 01 16:13:51 +0000 2018,-0.3595,0.0,0.839,0.161,50
150,@BBC,"Mia is Jewish. Aya is Arab. But thanks to a rare integrated school, they're good friends.
#CrossingDivides https://t.co/LWWnc43fAg",Tue May 01 16:00:18 +0000 2018,0.7717,0.369,0.539,0.091,51
151,@BBC,?? A Brazilian surfer has broken a world record by riding a 24.28m wave in Portugal (the previous record was 23.77m… https://t.co/PRI08c8e9K,Tue May 01 15:02:04 +0000 2018,-0.4767,0.0,0.853,0.147,52
152,@BBC,?? The secret genetic history of the rose reveals surprises - it is more closely related to the strawberry than we… https://t.co/YLMkgnBxYz,Tue May 01 12:59:07 +0000 2018,0.2263,0.087,0.913,0.0,53
153,@BBC,"??? #MayDay is a celebration of the summer to come.

But before you pop out to prance around the maypole on the vil… https://t.co/utxl0LCWng",Tue May 01 12:03:05 +0000 2018,0.0,0.0,1.0,0.0,54
154,@BBC,"We need this software that trains your brain to resist crisps!
#TheTruthAboutObesity https://t.co/Az5HAMw4FW",Tue May 01 11:00:09 +0000 2018,0.0,0.0,1.0,0.0,55
155,@BBC,RT @BBCOxford: No-one does #MayDay like Oxford!  ?#May1st #MayMorning https://t.co/rDjD9fS5tN,Tue May 01 10:40:53 +0000 2018,0.4199,0.237,0.763,0.0,56
156,@BBC,"RT @bbcstories: Well done to @ShekuKM, who's been selected to play at the royal wedding of Prince Harry and Meghan Markle. ?

But he'll nev…",Tue May 01 10:22:59 +0000 2018,0.5423,0.17,0.83,0.0,57
157,@BBC,"RT @CBeebiesHQ: Watching the Elton John salute? ?

Here's another special for you! ?

@EltonOfficial is reading our #BedtimeStory this Thur…",Tue May 01 07:40:19 +0000 2018,0.4574,0.143,0.857,0.0,58
158,@BBC,RT @bbceurovision: Welcome to May. The official month of #Eurovision. https://t.co/dy5ZL3a1xU,Tue May 01 07:40:10 +0000 2018,0.4588,0.231,0.769,0.0,59
159,@BBC,RT @BBCFood: Snacking doesn't have to be unhealthy. Get a whole host of ideas. https://t.co/tWz9TGIY5c https://t.co/o4RvFkC4Sh,Tue May 01 07:39:31 +0000 2018,-0.5267,0.0,0.805,0.195,60
160,@BBC,"RT @TWBBC: Big data could help personalise your healthcare; from identifying those at greater risk of developing breast cancer, to informin…",Tue May 01 07:39:22 +0000 2018,-0.3182,0.181,0.592,0.226,61
161,@BBC,These vegan nachos look delicious. ? Looking for some tasty vegan comfort food recipes? Look no further ?… https://t.co/7pzmEx1Qs3,Tue May 01 07:00:00 +0000 2018,0.6124,0.265,0.641,0.094,62
162,@BBC,Returning to work after taking maternity leave? Here are @bbc5live's top 10 tips for mums ? https://t.co/THbeeTQfZ5… https://t.co/PVm9Q2hNVu,Tue May 01 06:04:00 +0000 2018,0.1531,0.1,0.833,0.067,63
163,@BBC,RT @BBCTwo: Look who’s coming to @BBCTwo… ? #PJDN @KuruptFM https://t.co/b7BsVrN8Dq,Mon Apr 30 20:23:41 +0000 2018,0.0,0.0,1.0,0.0,64
164,@BBC,Jasmin is 25 and she is living with breast cancer. https://t.co/W7qz7O5LFI,Mon Apr 30 18:01:00 +0000 2018,-0.6597,0.0,0.694,0.306,65
165,@BBC,"RT @bbc5live: A Brazilian surfer has broken the world record for the biggest wave ever surfed – it was 80ft high! ? ?

https://t.co/09DXM3M…",Mon Apr 30 16:41:09 +0000 2018,-0.5255,0.0,0.849,0.151,66
166,@BBC,"?Seriously, who has been throwing their phone at @NiallOfficial..? ?
#SoundsLikeFridayNight https://t.co/rRqFryabTv",Mon Apr 30 16:19:00 +0000 2018,0.0,0.0,1.0,0.0,67
167,@BBC,"? As it's #NationalGardeningWeek, take a look at some of the most amazing photographs of gardens from around the wo… https://t.co/WheDn0S6fQ",Mon Apr 30 15:26:53 +0000 2018,0.624,0.185,0.815,0.0,68
168,@BBC,"RT @bbcworldservice: Millennials and the elderly are the two loneliest groups in the UK says @alexsmith1982. He joins @bbccarrie, @Caroline…",Mon Apr 30 14:52:46 +0000 2018,-0.5267,0.0,0.848,0.152,69
169,@BBC,RT @bbcpress: We’re sad to confirm the death of BBC Afghan reporter Ahmad Shah following an attack earlier today: https://t.co/n0vDOVkgsU h…,Mon Apr 30 14:17:31 +0000 2018,-0.8779,0.0,0.641,0.359,70
170,@BBC,?? Taking your exams soon? Here are some super helpful tips on how to get through the stress:… https://t.co/Qc3BhowaKc,Mon Apr 30 14:03:00 +0000 2018,0.7717,0.283,0.717,0.0,71
171,@BBC,"RT @BBCOne: Mel Brooks could NOT cope with the emotion of @BBCTheOneShow ?
@MissAlexJones https://t.co/N2JmFvbfNC",Mon Apr 30 13:45:40 +0000 2018,0.0,0.0,1.0,0.0,72
172,@BBC,Dr. Daisy Fancourt argues that doctors should be able to prescribe arts to patients they think would benefit. https://t.co/D1QQ8yZfFc,Mon Apr 30 12:06:00 +0000 2018,0.1027,0.133,0.752,0.115,73
173,@BBC,What happened to these famous film and TV babies? https://t.co/VCW6sCoTVW https://t.co/Zg3SGEPVYu,Mon Apr 30 11:26:15 +0000 2018,0.0,0.0,1.0,0.0,74
174,@BBC,RT @BBCFood: Want to resist snacking temptation? Our super-simple overnight oats recipe contains the secret. Hit the link for the full reci…,Mon Apr 30 10:20:59 +0000 2018,0.0772,0.058,0.942,0.0,75
175,@BBC,Why you may have been eating insects your whole life... ? https://t.co/2Jym0UeHO2 https://t.co/3Yo26HHZNy,Mon Apr 30 10:05:00 +0000 2018,0.0,0.0,1.0,0.0,76
176,@BBC,"RT @BBCBreaking: Sajid Javid chosen to be new UK home secretary after Amber Rudd resigns

https://t.co/ohNfn6kB1C https://t.co/uTbZaG6QcX",Mon Apr 30 09:28:52 +0000 2018,-0.3182,0.0,0.874,0.126,77
177,@BBC,RT @BBCNews: Royal wedding: TV licence waived for community parties https://t.co/aN2mryuEZK,Mon Apr 30 08:57:41 +0000 2018,0.4019,0.213,0.787,0.0,78
178,@BBC,"RT @cbbc: Meet Grace ?

She has Cystic fibrosis and is tackling the biggest challenge of her life ?????

Watch her journey in My Life: Take…",Mon Apr 30 08:49:45 +0000 2018,0.4767,0.151,0.849,0.0,79
179,@BBC,???? Jaz the Red Setter is helping patients combat stress and loneliness. https://t.co/a0x0E5skz6,Mon Apr 30 08:01:05 +0000 2018,-0.7003,0.115,0.469,0.417,80
180,@BBC,?? A Bristol sewage works is making household gas from human waste. https://t.co/8AdUpQJ9Ho,Mon Apr 30 07:00:06 +0000 2018,-0.4215,0.0,0.797,0.203,81
181,@BBC,"The heartbreaking story of the artist who gave the children of this concentration camp art lessons.
#Civilisations https://t.co/MxwQYF8PY5",Sun Apr 29 19:21:42 +0000 2018,-0.4588,0.0,0.85,0.15,82
182,@BBC,Treasure linked to the 10th century Danish King Harald Bluetooth has been discovered in northern Germany. https://t.co/qUPQnRnL8S,Sun Apr 29 18:00:24 +0000 2018,0.296,0.121,0.879,0.0,83
183,@BBC,"How to survive in a falling lift - and other genius survival tips you never thought of...

*Stay safe, everyone!*
?… https://t.co/f48ovZyTlg",Sun Apr 29 17:01:05 +0000 2018,0.3802,0.14,0.79,0.07,84
184,@BBC,?? Could chickens have therapeutic benefits. https://t.co/JNxYZd7PxT,Sun Apr 29 17:01:04 +0000 2018,0.3818,0.302,0.698,0.0,85
185,@BBC,? Is social media killing or encouraging creativity? https://t.co/LGiZcxDGta,Sun Apr 29 15:31:07 +0000 2018,0.1531,0.39,0.325,0.286,86
186,@BBC,RT @bbcwritersroom: We caught up with the #writers of new @BBCOne sitcom #HomeFromHome @ChristopherFew5 &amp; Simon Crowther to ask about their…,Sun Apr 29 15:23:08 +0000 2018,0.0,0.0,1.0,0.0,87
187,@BBC,"Meet the winner of the 2018 BBC Young Musician brass category, Isobel Daws. ??

Catch up on the @BBCYoungMus 2018 b… https://t.co/MrTiUCrefp",Sun Apr 29 14:32:00 +0000 2018,0.5859,0.153,0.847,0.0,88
188,@BBC,??? Know someone who'd give this a go?  https://t.co/vG49ToNNex,Sun Apr 29 13:00:19 +0000 2018,0.0,0.0,1.0,0.0,89
189,@BBC,"RT @bbcthree: #famalam star @TomMoutchi will be taking over our twitter and snap accounts this and next Sunday at 22:00

~*watch this space…",Sun Apr 29 12:19:00 +0000 2018,0.0,0.0,1.0,0.0,90
190,@BBC,? Never turn your back on a man in a cowboy hat. https://t.co/CBkcugUzBO,Sun Apr 29 12:02:05 +0000 2018,0.0,0.0,1.0,0.0,91
191,@BBC,Take this super-easy string test to see if you're a healthy weight. https://t.co/dyFiWfKUC8,Sun Apr 29 11:00:16 +0000 2018,0.4019,0.197,0.803,0.0,92
192,@BBC,"RT @bbcthree: 27 year old Chris is a profoundly deaf professional dancer and teacher

#InternationalDanceDay https://t.co/mrMTiw4kHM",Sun Apr 29 10:25:12 +0000 2018,0.0,0.0,1.0,0.0,93
193,@BBC,"RT @bbc5live: TV animator and dad-of-two @GaryScribbler lost his wife to sepsis last year.
 
He's drawn in his Doodle Diary every day since…",Sun Apr 29 10:24:31 +0000 2018,-0.3182,0.0,0.905,0.095,94
194,@BBC,"'The best time to plant a tree was 20 years ago. The second best time is now.'

Eight Chinese proverbs to help with… https://t.co/MnjPlc0ZSY",Sun Apr 29 10:03:05 +0000 2018,0.9022,0.357,0.643,0.0,95
195,@BBC,"RT @bbcmusic: ??@AnneMarie performed '2002' for the first time on #SoundsLikeFridayNight, and we are SO HAPPY that she did ?

Watch in full…",Sun Apr 29 09:12:21 +0000 2018,0.755,0.206,0.794,0.0,96
196,@BBC,"RT @BBCiPlayer: Games developers are starting to cater for everyone.  
#GamingForAll 
on BBC iPlayer ??  https://t.co/yz0MWML8Lu https://t.…",Sun Apr 29 09:11:59 +0000 2018,0.0,0.0,1.0,0.0,97
197,@BBC,"RT @BBCFOUR: Your favourite childhood animal stories made a real impact on zoo animal welfare...

Timeshift: A Day at the Zoo. Tonight, 11.…",Sun Apr 29 09:11:34 +0000 2018,0.0,0.0,1.0,0.0,98
198,@BBC,???? Are robots ready to take over the farm? https://t.co/Tez5MlNQPF,Sun Apr 29 09:00:14 +0000 2018,0.3612,0.217,0.783,0.0,99
199,@BBC,"?? K-pop superstars @BTS_twt announced a mammoth world tour this week which includes two UK dates! 
?… https://t.co/WURwtuLScO",Sun Apr 29 08:02:06 +0000 2018,0.0,0.0,1.0,0.0,100
200,@CBS,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,Wed May 02 19:04:01 +0000 2018,0.0,0.0,1.0,0.0,1
201,@CBS,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,Tue May 01 23:10:50 +0000 2018,0.0,0.0,1.0,0.0,2
202,@CBS,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",Tue May 01 17:58:51 +0000 2018,0.0,0.0,1.0,0.0,3
203,@CBS,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",Tue May 01 15:16:28 +0000 2018,0.8268,0.299,0.701,0.0,4
204,@CBS,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,Mon Apr 30 22:54:18 +0000 2018,0.8777,0.373,0.627,0.0,5
205,@CBS,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,Mon Apr 30 13:28:01 +0000 2018,0.0,0.0,1.0,0.0,6
206,@CBS,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,Mon Apr 30 02:22:08 +0000 2018,0.3818,0.14,0.86,0.0,7
207,@CBS,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,Sun Apr 29 15:30:00 +0000 2018,0.8356,0.33,0.67,0.0,8
208,@CBS,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,Thu Apr 26 23:40:24 +0000 2018,0.0,0.0,1.0,0.0,9
209,@CBS,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",Wed Apr 25 21:48:49 +0000 2018,0.75,0.313,0.687,0.0,10
210,@CBS,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,Wed Apr 25 18:09:50 +0000 2018,0.5719,0.163,0.837,0.0,11
211,@CBS,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",Wed Apr 25 16:55:33 +0000 2018,0.6239,0.221,0.779,0.0,12
212,@CBS,Who’s ready to see these moves? ? Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,Mon Apr 23 21:03:22 +0000 2018,0.6696,0.244,0.756,0.0,13
213,@CBS,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",Sun Apr 22 16:00:03 +0000 2018,0.4019,0.137,0.863,0.0,14
214,@CBS,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,Fri Apr 20 22:00:01 +0000 2018,-0.4019,0.0,0.895,0.105,15
215,@CBS,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,Fri Apr 20 17:34:37 +0000 2018,0.0,0.0,1.0,0.0,16
216,@CBS,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,Thu Apr 19 20:00:00 +0000 2018,0.0,0.0,1.0,0.0,17
217,@CBS,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",Thu Apr 19 19:00:02 +0000 2018,0.4877,0.174,0.826,0.0,18
218,@CBS,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",Thu Apr 19 17:08:44 +0000 2018,0.4939,0.132,0.868,0.0,19
219,@CBS,When you realize there are TWO episodes of @CrimMinds_CBS tonight! ? Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,Wed Apr 18 21:00:01 +0000 2018,0.4199,0.141,0.859,0.0,20
220,@CBS,Giving you even more reasons to celebrate! ? See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,Wed Apr 18 18:57:45 +0000 2018,0.7688,0.294,0.706,0.0,21
221,@CBS,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",Wed Apr 18 17:00:03 +0000 2018,0.5994,0.196,0.804,0.0,22
222,@CBS,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ????????????? #TonyAwards2018 https://t.co/NLss47K6…,Wed Apr 18 15:14:39 +0000 2018,0.0903,0.14,0.736,0.125,23
223,@CBS,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,Wed Apr 18 15:10:34 +0000 2018,0.0,0.0,1.0,0.0,24
224,@CBS,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,Tue Apr 17 00:26:33 +0000 2018,0.0,0.0,1.0,0.0,25
225,@CBS,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,Mon Apr 16 23:00:02 +0000 2018,0.0,0.0,1.0,0.0,26
226,@CBS,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1,Mon Apr 16 17:00:04 +0000 2018,0.0,0.0,1.0,0.0,27
227,@CBS,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience…,Mon Apr 16 16:02:49 +0000 2018,0.2714,0.123,0.806,0.071,28
228,@CBS,"In case you missed it, watch the entire #ACMawards now: https://t.co/P3pgMJE2oh https://t.co/OOG2R0Mb4J",Mon Apr 16 15:00:02 +0000 2018,-0.296,0.0,0.833,0.167,29
229,@CBS,Relive a night of all-star country music performances and epic wins at the #ACMawards. Stream the entire show:… https://t.co/iA3SMVIhpA,Mon Apr 16 06:11:41 +0000 2018,0.5719,0.179,0.821,0.0,30
230,@CBS,Multiple ACM Award Winners @KeithUrban and @carrieunderwood just added one more trophy to their collection with the… https://t.co/rMGCzOeJQK,Mon Apr 16 06:00:00 +0000 2018,0.765,0.292,0.708,0.0,31
231,@CBS,That's a wrap for the 53rd #ACMawards! ? https://t.co/jM0HKud3d6,Mon Apr 16 05:55:00 +0000 2018,0.0,0.0,1.0,0.0,32
232,@CBS,"To all of tonight's nominees, we tip our hats to you! ? #ACMawards https://t.co/eytEezfIgS",Mon Apr 16 05:30:00 +0000 2018,0.0,0.0,1.0,0.0,33
233,@CBS,Retweet if you think @carrieunderwood looks beautiful tonight! #ACMawards https://t.co/sqefiLBcXd,Mon Apr 16 05:00:00 +0000 2018,0.636,0.318,0.682,0.0,34
234,@CBS,"In case you missed any, here's a rundown of all the performers from Country Music's Party of the Year®:… https://t.co/KtRKXkUpmI",Mon Apr 16 05:00:00 +0000 2018,0.128,0.123,0.776,0.1,35
235,@CBS,The #ACMawards crowd was roaring for Vocal Event Of The Year winners @KeithUrban and @carrieunderwood! Here is the… https://t.co/rFB5f2lVo7,Mon Apr 16 03:56:42 +0000 2018,0.5255,0.159,0.841,0.0,36
236,@CBS,RT @AmberLee_RN: Anyone else crying from that @Jason_Aldean acceptance speech?! Wow! Congrats Jason! #vegasstrong #ACMawards,Mon Apr 16 03:06:10 +0000 2018,0.8392,0.44,0.437,0.123,37
237,@CBS,"Put your hands up for Entertainer of the Year, @Jason_Aldean! ? #ACMawards https://t.co/QLFrrsyU8R",Mon Apr 16 03:02:50 +0000 2018,0.4389,0.208,0.792,0.0,38
238,@CBS,RT @min_d24: Love how @LukeBryanOnline was straight fan girling on @reba and @kelly_clarkson tonight on the #ACMawards! Y'all #killedit,Mon Apr 16 03:00:10 +0000 2018,0.8268,0.352,0.648,0.0,39
239,@CBS,"Was that ""A-sharp"" performance by @reba and @kelly_clarkson or what!? ? #ACMawards https://t.co/19pDyrELqC",Mon Apr 16 02:58:55 +0000 2018,0.0,0.0,1.0,0.0,40
240,@CBS,The news keeps getting better and better. @ChrisStapleton deserves a standing ovation tonight! He wins again for Ma… https://t.co/6m7nZFwPyK,Mon Apr 16 02:57:41 +0000 2018,0.8687,0.395,0.605,0.0,41
241,@CBS,RT @MattBoveHS: Most People Are Good is such a powerful song #ACMawards @LukeBryanOnline,Mon Apr 16 02:35:58 +0000 2018,0.7152,0.374,0.626,0.0,42
242,@CBS,We have our #ACMawards Female Vocalist of the Year: @mirandalambert! ? https://t.co/Xu7WPuv1f2,Mon Apr 16 02:26:16 +0000 2018,0.0,0.0,1.0,0.0,43
243,@CBS,"Without this talented group of women, @mirandalambert @reba @MarenMorris @KelseaBallerini and @carrieunderwood, lif… https://t.co/Zwqh2PAdM1",Mon Apr 16 02:22:40 +0000 2018,0.5106,0.202,0.798,0.0,44
244,@CBS,RT @ElizabethGilbe3: @carrieunderwood never disappoints! What an amazing voice and beautiful soul! #ACMawards #girlcrush,Mon Apr 16 02:12:19 +0000 2018,0.8877,0.488,0.512,0.0,45
245,@CBS,RT @SarahJPrimo: I could listen to Dan and Shay all day  #ACMawards,Mon Apr 16 02:10:19 +0000 2018,0.0,0.0,1.0,0.0,46
246,@CBS,RT @MegsMouthful: @carrieunderwood Just WOW. Can’t wait to hear more of your new music! #ACMawards,Mon Apr 16 02:10:11 +0000 2018,0.7027,0.256,0.744,0.0,47
247,@CBS,Hugs for @CarrieUnderwood and @KeithUrban's big win for Vocal Event of the Year! #ACMawards https://t.co/nn2XJ6nCSi,Mon Apr 16 02:10:09 +0000 2018,0.807,0.359,0.641,0.0,48
248,@CBS,Always be yourself. Unless you can be @carrieunderwood. Then be Carrie Underwood! #ACMawards #CryPretty https://t.co/32n0QJ1FLD,Mon Apr 16 02:04:45 +0000 2018,0.0,0.0,1.0,0.0,49
249,@CBS,"RT @VeldmanKylie: Carrie Underwood gives me chills everytime she performs, she always kills it ?? #ACMawards",Mon Apr 16 02:02:19 +0000 2018,-0.5423,0.0,0.811,0.189,50
