,Source,Text,Date,Compound,Positive,Neutral,Negative,Counter
250,@CBS,Hands up for @littlebigtown at the #ACMawards? https://t.co/o8YFtpGLfK,Mon Apr 16 01:47:20 +0000 2018,0.0,0.0,1.0,0.0,51
251,@CBS,RT @reba: So good to see my friend Eve twice this week! @therealeve @acmawards #acmawards https://t.co/a6LxEaQt8L,Mon Apr 16 01:47:01 +0000 2018,0.7707,0.323,0.677,0.0,52
252,@CBS,See all the amazing red carpet looks from the 53rd #ACMawards: https://t.co/ZeZiMXphFK https://t.co/Gi79cuuVPm,Mon Apr 16 01:46:34 +0000 2018,0.5859,0.241,0.759,0.0,53
253,@CBS,RT @maddymika_: the ACM awards are the BEST night of the year ????????? #ACMAwards,Mon Apr 16 01:41:44 +0000 2018,0.8374,0.398,0.602,0.0,54
254,@CBS,? Sound the alarm because @mirandalambert is on FIRE ? at the #ACMawards! https://t.co/11vshBs4EV,Mon Apr 16 01:40:16 +0000 2018,-0.7027,0.0,0.632,0.368,55
255,@CBS,RT @Skylar_Jean: @mirandalambert can do NO wrong. She is perfection. #ACMawards,Mon Apr 16 01:36:25 +0000 2018,-0.3254,0.209,0.451,0.34,56
256,@CBS,RT @EmilyyBruorton: @mirandalambert is my all time favorite ?#ACMAwards #keeperoftheflame #thebest,Mon Apr 16 01:36:19 +0000 2018,0.4588,0.231,0.769,0.0,57
257,@CBS,Hats off to @Jason_Aldean! ? #ACMawards https://t.co/1WSjnafKoX,Mon Apr 16 01:34:44 +0000 2018,0.0,0.0,1.0,0.0,58
258,@CBS,RT @alyssaa711: Country music just brings so much joy to my heart ?? #ACMawards,Mon Apr 16 01:33:02 +0000 2018,0.6222,0.239,0.761,0.0,59
259,@CBS,"She may hate love songs, but @KelseaBallerini knows how to write a great one. ? Give her a round of applause for th… https://t.co/r50viWNM0Z",Mon Apr 16 01:32:27 +0000 2018,0.891,0.382,0.543,0.075,60
260,@CBS,The feeling when you win Vocal Group of the Year at the #ACMawards ? Congratulations to @OldDominion! https://t.co/4SjYLtwLXy,Mon Apr 16 01:29:12 +0000 2018,0.8588,0.404,0.596,0.0,61
261,@CBS,RT @LouisianaNashie: Way to go Old Dominion #acmawards,Mon Apr 16 01:25:58 +0000 2018,0.0,0.0,1.0,0.0,62
262,@CBS,There's nothing in the world like that performance by @KeithUrban and @juliamichaels. Nicole Kidman agrees!… https://t.co/VlwVUkNZCi,Mon Apr 16 01:24:45 +0000 2018,0.4199,0.157,0.843,0.0,63
263,@CBS,RT @AbigailRamage: @reba is slaying the game! Loving her outfits and her puns. She is absolutely stunning!! My all time fave ???? #ACMAwards,Mon Apr 16 01:23:22 +0000 2018,0.8902,0.346,0.654,0.0,64
264,@CBS,"First-ever #ACMAwards winner @BrettYoungMusic stuns the crowd with an incredible performance of his hit, ""In Case Y… https://t.co/ftoksP7HrZ",Mon Apr 16 01:19:11 +0000 2018,0.5994,0.234,0.766,0.0,65
265,@CBS,RT @tiffstarr16: ACM awards are my favorite time of the year? #ACMawards,Mon Apr 16 01:09:49 +0000 2018,0.7184,0.375,0.625,0.0,66
266,@CBS,RT @adelleborchetta: Loooove this song!!! @kanebrown and @Lauren_Alaina #WhatIfs #ACMAwards ????,Mon Apr 16 01:08:07 +0000 2018,0.0,0.0,1.0,0.0,67
267,@CBS,RT @kel_lee213: That Kane Brown performance ??? #kanebrown #whatif #ACMawards #country,Mon Apr 16 01:07:45 +0000 2018,0.0,0.0,1.0,0.0,68
268,@CBS,"What if you were made for us, and we were made for you!? ?? How much did you love @kanebrown and @Lauren_Alaina's d… https://t.co/xiZQ5wgddc",Mon Apr 16 01:06:21 +0000 2018,0.6696,0.163,0.837,0.0,69
269,@CBS,What a performance! @gwenstefani was all smiles when @blakeshelton was on stage. #ACMawards https://t.co/yxbA1DbieE,Mon Apr 16 01:04:17 +0000 2018,0.5255,0.22,0.78,0.0,70
270,@CBS,RT @wendyjo3: #ACMawards loved that @blakeshelton performance!!,Mon Apr 16 01:01:33 +0000 2018,0.6688,0.428,0.572,0.0,71
271,@CBS,"Making her first-ever appearance at the #ACMAwards, @BebeRexha performs her chart-topping collaboration with… https://t.co/u1KXKrCbdD",Mon Apr 16 00:58:51 +0000 2018,0.0,0.0,1.0,0.0,72
272,@CBS,This song by @ladyantebellum sounds like the single for the summer! ? #ACMawards https://t.co/81aj1vqFYh,Mon Apr 16 00:51:28 +0000 2018,0.4199,0.189,0.811,0.0,73
273,@CBS,RT @42nagirl: Lady Antebellum is perfection. #ACMawards,Mon Apr 16 00:50:09 +0000 2018,0.5719,0.381,0.619,0.0,74
274,@CBS,"Hot off the presses! Congratulations on your win and your newborn twins, @ChrisStapleton ! #ACMawards https://t.co/4e9qhxMN69",Mon Apr 16 00:47:48 +0000 2018,0.8513,0.389,0.611,0.0,75
275,@CBS,RT @_miracarrara: #ACMawards I am so happy “Tin Man” won song of the year. amazing?@mirandalambert,Mon Apr 16 00:35:51 +0000 2018,0.857,0.413,0.587,0.0,76
276,@CBS,RT @TheAmelieAnna: Yaaas! @mirandalambert congrats on #Tinman winning! #ACMAwards,Mon Apr 16 00:34:38 +0000 2018,0.8118,0.513,0.487,0.0,77
277,@CBS,Congratulations to @mirandalambert for her #ACMawards win for Song of the Year! https://t.co/pucK1Us49R,Mon Apr 16 00:33:32 +0000 2018,0.8398,0.421,0.579,0.0,78
278,@CBS,Looks like @BebeRexha and @FLAGALine are “Meant To Be” at the #ACMawards! ? https://t.co/0RvqyJ9geh,Mon Apr 16 00:28:40 +0000 2018,0.4199,0.189,0.811,0.0,79
279,@CBS,RT @AlliCat028: Loving the show so far. @ChrisYoungMusic rocked it and of course @reba is perfect. @ACMawards #ACMAwards,Mon Apr 16 00:22:23 +0000 2018,0.8225,0.322,0.678,0.0,80
280,@CBS,RT if you loved that amazing performance of “Rich” by @MarenMorris ? #ACMawards https://t.co/3FeWpdOSl6,Mon Apr 16 00:20:59 +0000 2018,0.8271,0.412,0.588,0.0,81
281,@CBS,"Give a round of applause for the #ACMawards host, @reba! ? https://t.co/ilIBWn6VIn",Mon Apr 16 00:09:58 +0000 2018,0.4753,0.256,0.744,0.0,82
282,@CBS,RT @JustinPlummer15: Laid up in bed with my dog watching the #ACMAwards is the best way to spend Sunday night ??,Mon Apr 16 00:04:04 +0000 2018,0.6369,0.174,0.826,0.0,83
283,@CBS,Get ready to see your favorite country stars light up the night. The #ACMawards start NOW! https://t.co/SCf66kSWxT,Sun Apr 15 23:59:46 +0000 2018,0.6996,0.279,0.721,0.0,84
284,@CBS,Kick your boots off and stream the 53rd #ACMawards in 30 minutes on CBS All Access: https://t.co/sdTTidJYre https://t.co/pyi23nBPSH,Sun Apr 15 23:30:00 +0000 2018,0.0,0.0,1.0,0.0,85
285,@CBS,Tonight's the night! Tune in at 8/7c to see @reba and all your favorite country artists take Vegas by storm at the… https://t.co/UlPpES5eN8,Sun Apr 15 22:00:02 +0000 2018,0.5093,0.13,0.87,0.0,86
286,@CBS,The anticipation is real. Just three hours away from the 53rd #ACMawards! Tune in at 8/7c on CBS All Access:… https://t.co/9os3PJ4pyQ,Sun Apr 15 21:00:01 +0000 2018,0.1759,0.078,0.922,0.0,87
287,@CBS,"Are you ready to party with @dariusrucker in a few hours at the #ACMawards? Watch the show LIVE at 8/7c on CBS, or… https://t.co/xAGKgZFRoD",Sun Apr 15 20:00:01 +0000 2018,0.6369,0.198,0.802,0.0,88
288,@CBS,Look out for @LukeBryanOnline's performance tonight at the 53rd #ACMawards! https://t.co/dgxgsfj5Hg,Sun Apr 15 16:00:01 +0000 2018,0.0,0.0,1.0,0.0,89
289,@CBS,Are you as excited for the #ACMawards as @KelseaBallerini? This Female Vocalist Of The Year nominee is taking the s… https://t.co/JSj5jGH25H,Sat Apr 14 23:00:01 +0000 2018,0.34,0.107,0.893,0.0,90
290,@CBS,Watch @Jason_Aldean and @ThomasRhett take a break from rehearsals to spend quality time with Route 91 Survivors.… https://t.co/TiDfaYxJUm,Sat Apr 14 20:26:59 +0000 2018,0.0,0.0,1.0,0.0,91
291,@CBS,Country's brightest stars like @ThomasRhett are ready to pour their hearts out during their performances tomorrow n… https://t.co/m3zOG8M8lw,Sat Apr 14 18:17:12 +0000 2018,0.8402,0.375,0.625,0.0,92
292,@CBS,You’re invited to Country Music's Party of the Year®! Here's everything you need to know before watching the 53rd… https://t.co/Xr4iamFD7t,Sat Apr 14 14:00:00 +0000 2018,0.4574,0.136,0.864,0.0,93
293,@CBS,Get excited! @NCIS_CBS has been renewed for Season 16. https://t.co/JnL0D0vMsV,Fri Apr 13 22:33:38 +0000 2018,0.4003,0.23,0.77,0.0,94
294,@CBS,What goes into putting on an extraordinary show like the 53rd #ACMawards? Head behind the scenes with the executive… https://t.co/2sFRfYNAku,Fri Apr 13 22:02:29 +0000 2018,0.3612,0.116,0.884,0.0,95
295,@CBS,Enjoy this #FlashbackFriday revisiting @ThomasRhett @KaceyMusgraves and more of country's biggest names for their f… https://t.co/cnCQBnP1xI,Fri Apr 13 21:49:53 +0000 2018,0.4939,0.176,0.824,0.0,96
296,@CBS,"Host of the 53rd #ACMawards @reba is ready for ""family, friends, and getting together"" this Sunday! https://t.co/y25ZipnL32",Fri Apr 13 19:54:31 +0000 2018,0.7088,0.282,0.718,0.0,97
297,@CBS,It's almost time for Broadway's Biggest Night! @katharinemcphee and @leslieodomjr are set to announce nominations f… https://t.co/oHbuSD5ijc,Fri Apr 13 17:46:40 +0000 2018,0.0,0.0,1.0,0.0,98
298,@CBS,"In two days, Vocal Group Of The Year nominee @ladyantebellum will be serenading fans from the 53rd #ACMawards stage… https://t.co/ku9cnef29x",Fri Apr 13 16:58:12 +0000 2018,0.0,0.0,1.0,0.0,99
299,@CBS,"In just a few days, country superstar @KeithUrban will take center stage with @juliamichaels to perform his new sin… https://t.co/he6TsePMgA",Thu Apr 12 21:00:00 +0000 2018,0.0,0.0,1.0,0.0,100
300,@FoxNews,"'Still some work to do' to free U.S. prisoners in North Korea, official says. https://t.co/U1PN6QSOak",Thu May 03 22:11:57 +0000 2018,0.0,0.168,0.663,0.168,1
301,@FoxNews,"JUST IN: Feds surveilled, but didn't record, Michael Cohen's phone calls, sources say https://t.co/Czg9cSdGXo",Thu May 03 22:02:33 +0000 2018,0.0,0.0,1.0,0.0,2
302,@FoxNews,Cavuto to Trump: 'How Can You Drain the Swamp if You Keep Muddying the Waters?' https://t.co/hOsZeyFK7p,Thu May 03 21:54:35 +0000 2018,0.0,0.0,1.0,0.0,3
303,@FoxNews,".@kimguilfoyle on @TheSimpsons controversy: ""We live in a world of perpetual offense, like everyone's offended abou… https://t.co/z3EqfEWKJw",Thu May 03 21:51:42 +0000 2018,-0.128,0.128,0.667,0.205,4
304,@FoxNews,"Nashville mall shooting leaves one person dead, suspect in custody, authorities say https://t.co/hzDOEIs8Rd",Thu May 03 21:48:34 +0000 2018,-0.7579,0.0,0.629,0.371,5
305,@FoxNews,".@JesseBWatters on @HillaryClinton's capitalism comments: ""Capitalism's a dirty word for Democrats. They love socia… https://t.co/WeVBAdCw7Y",Thu May 03 21:42:17 +0000 2018,0.3182,0.22,0.628,0.152,6
306,@FoxNews,"Tennessee girl, 11, finds 475-million-year-old trilobite fossil https://t.co/p0zCNbfFSE",Thu May 03 21:36:53 +0000 2018,0.0,0.0,1.0,0.0,7
307,@FoxNews,#Twitter urges users to change their passwords after discovering bug https://t.co/ajlRy8S0AF,Thu May 03 21:24:19 +0000 2018,0.0,0.0,1.0,0.0,8
308,@FoxNews,".@JesseBWatters on Mueller probe: ""@realDonaldTrump and his team have not destroyed evidence. They've offered thous… https://t.co/3cEGAAN9S8",Thu May 03 21:20:19 +0000 2018,0.3875,0.149,0.851,0.0,9
309,@FoxNews,Republicans fight to win Indiana Senate seat held by vulnerable Democrat Joe Donnelly https://t.co/qksOhoMKAS,Thu May 03 21:12:40 +0000 2018,0.0772,0.197,0.57,0.233,10
310,@FoxNews,"Maryland cop rescues toddler left in hot car for hours: 'God, please let this child be alive' https://t.co/fGmuVpIMjO",Thu May 03 21:08:56 +0000 2018,0.7351,0.324,0.676,0.0,11
311,@FoxNews,RT @FoxBusiness: Twitter advises 330M users to change passwords after glitch https://t.co/4CNjvcriWy,Thu May 03 21:02:16 +0000 2018,0.0,0.0,1.0,0.0,12
312,@FoxNews,"'Still some work to do' to free US prisoners in North Korea, official says  https://t.co/2VQZHtPu9Z",Thu May 03 21:00:40 +0000 2018,0.0,0.168,0.663,0.168,13
313,@FoxNews,JUST IN: House chaplain rescinds resignation after @SpeakerRyan forced him out. https://t.co/OrXFvj3BKx,Thu May 03 20:53:02 +0000 2018,-0.6369,0.0,0.658,0.342,14
314,@FoxNews,Shep: Why Did Giuliani Raise Prospect of Mueller Investigating @IvankaTrump?  @ShepNewsTeam https://t.co/ifuLgjDQse,Thu May 03 20:46:29 +0000 2018,0.296,0.167,0.833,0.0,15
315,@FoxNews,".@PastorDScott: ""The Democratic Party really doesn't think it has to offer...the urban community anything because w… https://t.co/Z5doSaVmSh",Thu May 03 20:40:25 +0000 2018,0.4019,0.144,0.856,0.0,16
316,@FoxNews,"Georgia military plane crash killed 9 airmen; aircraft was manufactured in late 1970s, officials say https://t.co/uTHqckuHaY",Thu May 03 20:34:34 +0000 2018,-0.802,0.0,0.644,0.356,17
317,@FoxNews,".@MPPregent on Iran nuke deal: ""@EmmanuelMacron has said it best: If there aren't fixes to the JCPOA, Iran will bec… https://t.co/863okG6jaz",Thu May 03 20:28:51 +0000 2018,0.6369,0.174,0.826,0.0,18
318,@FoxNews,Illinois Senate passes bill that requires LGBT history in public schools https://t.co/P0Ult6Kp0O,Thu May 03 20:17:41 +0000 2018,0.0,0.0,1.0,0.0,19
319,@FoxNews,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average ended the day positive after falling almost 400 points, snapping a 4-day lo…",Thu May 03 20:14:16 +0000 2018,0.4588,0.143,0.794,0.063,20
320,@FoxNews,.@TomFitton: New Memo Leak Details Are 'Further Evidence of @FBI Corruption' Under @Comey #OutnumberedOT https://t.co/5HlnBMrnYy,Thu May 03 20:11:16 +0000 2018,-0.34,0.0,0.854,0.146,21
321,@FoxNews,Delaware program will drive fearful motorists across commuter bridge https://t.co/zUurmsDsp3,Thu May 03 20:02:07 +0000 2018,-0.4939,0.0,0.738,0.262,22
322,@FoxNews,NC teen accepted into 113 colleges! https://t.co/mkuUqViX7R,Thu May 03 20:00:00 +0000 2018,0.3382,0.285,0.715,0.0,23
323,@FoxNews,"Earlier, President @realDonaldTrump marked the #NationalDayofPrayer. https://t.co/K4p71XK26r https://t.co/I2R7BLrCUM",Thu May 03 19:53:00 +0000 2018,0.0,0.0,1.0,0.0,24
324,@FoxNews,Tim Allen teases 'Last Man Standing' return https://t.co/tD9FZU6sKD,Thu May 03 19:46:02 +0000 2018,-0.296,0.0,0.761,0.239,25
325,@FoxNews,"Yesterday at Temple University for National College Signing Day, former First Lady @MichelleObama referred to herse… https://t.co/8sZt3BMxcn",Thu May 03 19:46:00 +0000 2018,0.0,0.0,1.0,0.0,26
326,@FoxNews,Corey Lewandowski says lawyer informed New York Magazine it's liable for criminal acts of star reporter https://t.co/Qt79Zs76rS,Thu May 03 19:36:57 +0000 2018,-0.5267,0.0,0.825,0.175,27
327,@FoxNews,"On #OutnumberedOT, Republican congressman @DarrellIssa said if Robert Mueller is going to continue 'fishing,' there… https://t.co/Kk7OxYXXJA",Thu May 03 19:26:00 +0000 2018,0.0,0.0,1.0,0.0,28
328,@FoxNews,"Comey’s memo leak contact worked at FBI for over a year, defended him in media on Clinton probe https://t.co/aovG4Qn2B9",Thu May 03 19:22:12 +0000 2018,-0.34,0.0,0.876,0.124,29
329,@FoxNews,.@therealroseanne is on @kanyewest's side. https://t.co/E5qh9T283I https://t.co/Z71QYPjtzj,Thu May 03 19:15:00 +0000 2018,0.0,0.0,1.0,0.0,30
330,@FoxNews,".@PressSec to reporter April Ryan: ""With all due respect, you actually don't know much about me."" https://t.co/xXz1w91pyo",Thu May 03 19:08:22 +0000 2018,0.4767,0.162,0.838,0.0,31
331,@FoxNews,".@PressSec: ""[@POTUS] has learned every day since firing @Comey that it was the right thing to do, and certainly ha… https://t.co/yRNBTw3BYW",Thu May 03 19:03:23 +0000 2018,0.0,0.101,0.798,0.101,32
332,@FoxNews,President @realDonaldTrump: ”We're starting to say 'Merry Christmas' when that day comes around. You notice the big… https://t.co/5NQzRmarne,Thu May 03 19:02:00 +0000 2018,0.5423,0.171,0.829,0.0,33
333,@FoxNews,"""As the president likes to say, we'll see what happens."" —@PressSec on what @POTUS may do if unredacted DOJ memos a… https://t.co/tOwQDIWnEd",Thu May 03 18:56:48 +0000 2018,0.4215,0.118,0.882,0.0,34
334,@FoxNews,".@PressSec on firing James @Comey: ""The bottom line is [@POTUS] doesn't have to justify his decision. The president… https://t.co/yhhYAJ8nQE",Thu May 03 18:51:23 +0000 2018,-0.34,0.0,0.882,0.118,35
335,@FoxNews,".@PressSec: ""We certainty would see this as a sign of good will if North Korea were to release the three Americans… https://t.co/OzucUFtEAZ",Thu May 03 18:44:59 +0000 2018,0.5994,0.205,0.795,0.0,36
336,@FoxNews,.@PressSec Sarah Sanders holds a @WhiteHouse briefing https://t.co/t1hr3Fs4QI,Thu May 03 18:35:17 +0000 2018,0.0,0.0,1.0,0.0,37
337,@FoxNews,"BREAKING NEWS: Bill Cosby, Roman Polanski expelled from Academy of Motion Picture Arts and Sciences
https://t.co/WDY7IEbjeI",Thu May 03 18:31:13 +0000 2018,-0.25,0.0,0.882,0.118,38
338,@FoxNews,".@SteveHiltonx: ""This Mueller thing - it's not a legal case anymore. It's a political counter-revolution... The est… https://t.co/3RzcGIfUmE",Thu May 03 18:30:00 +0000 2018,-0.0951,0.0,0.911,0.089,39
339,@FoxNews,"GOP Rep. Blasts Sarah Sanders, Calls for Hearings on Stormy Daniels Payment https://t.co/BeOQr4t8SJ",Thu May 03 18:26:34 +0000 2018,0.0,0.0,1.0,0.0,40
340,@FoxNews,"Ian Bremmer on North Korea summit: ""It legitimizes Kim Jong Un, the North Koreans want that. But in return, the Nor… https://t.co/A09sCMpdro",Thu May 03 18:24:38 +0000 2018,0.0772,0.058,0.942,0.0,41
341,@FoxNews,"Morgan Freeman's step-granddaughter's boyfriend had 'intent' to kill, prosecutor says https://t.co/EToJrXGtQa",Thu May 03 18:19:41 +0000 2018,-0.6908,0.0,0.68,0.32,42
342,@FoxNews,Tim Allen teases 'Last Man Standing' return (via @Sashafb) https://t.co/tD9FZU6sKD,Thu May 03 18:09:45 +0000 2018,-0.296,0.0,0.804,0.196,43
343,@FoxNews,".@Judgenap: ""If Rudy wants the public to believe that @realDonaldTrump reimbursed Michael Cohen $130,000 and didn't… https://t.co/MKxbQ5ogaV",Thu May 03 18:07:00 +0000 2018,0.0,0.0,1.0,0.0,44
344,@FoxNews,".@HillaryClinton: ""I'm asked, ‘Are you a capitalist?' And I say, ‘Yes, but with appropriate regulation and appropri… https://t.co/pDovm6meVI",Thu May 03 18:00:00 +0000 2018,0.0,0.0,1.0,0.0,45
345,@FoxNews,OPINION: It's the National Day of Prayer -- America is better when we pray together (via @FoxNewsOpinion)  https://t.co/ubg23NHsNO,Thu May 03 17:59:29 +0000 2018,0.6369,0.245,0.755,0.0,46
346,@FoxNews,"Exclusive: From jail, remorseful ex-ISIS fighter warns: Group will retool and return https://t.co/i8kpQAT3Fx",Thu May 03 17:53:37 +0000 2018,-0.0516,0.201,0.584,0.214,47
347,@FoxNews,'She Holds a Mystical Power Over Them': Tucker Asks Why Dems Are Afraid to Oppose Pelosi https://t.co/1OO0tiRwDD,Thu May 03 17:53:25 +0000 2018,0.0,0.0,1.0,0.0,48
348,@FoxNews,Woman slashes throats of 2 people in 'unprovoked attack' on bus https://t.co/UucPZ6e6gm,Thu May 03 17:48:54 +0000 2018,-0.5994,0.0,0.647,0.353,49
349,@FoxNews,".@TomFitton: ""The @FBI is as political an organization as any other government bureaucracy."" #OutnumberedOT https://t.co/ZYBIsTAVL3",Thu May 03 17:40:00 +0000 2018,0.0,0.0,1.0,0.0,50
350,@FoxNews,NEWS ALERT: @Comey's law professor friend worked for the @FBI for at least 19 months; Catherine Herridge reports. https://t.co/bdenFUMLjb,Thu May 03 17:35:00 +0000 2018,0.7297,0.265,0.735,0.0,51
351,@FoxNews,"Yesterday at Temple University for National College Signing Day, former First Lady @MichelleObama referred to herse… https://t.co/obPPBC6LUF",Thu May 03 17:30:00 +0000 2018,0.0,0.0,1.0,0.0,52
352,@FoxNews,".@DarrellIssa: ""You have a special prosecutor who's looking for a crime and hasn't been able to find one in over ye… https://t.co/EM4nLgtLxY",Thu May 03 17:26:00 +0000 2018,-0.2023,0.112,0.744,0.145,53
353,@FoxNews,".@TomFitton: ""The FBI is as political organization as any other government bureaucracy."" #OutnumberedOT https://t.co/Bf2sGJdBZY",Thu May 03 17:25:23 +0000 2018,0.0,0.0,1.0,0.0,54
354,@FoxNews,".@TomFitton: ""It's further evidence of @FBI corruption under James @Comey."" #OutnumberedOT https://t.co/RHRcjv3GPg",Thu May 03 17:23:27 +0000 2018,0.0,0.0,1.0,0.0,55
355,@FoxNews,"Earlier, President @realDonaldTrump marked the #NationalDayofPrayer. https://t.co/K4p71XK26r https://t.co/fJsCIcyWoW",Thu May 03 17:20:00 +0000 2018,0.0,0.0,1.0,0.0,56
356,@FoxNews,".@RNDriscoll: ""Everyone has to remember, [@realDonaldTrump] can't be indicted as president."" #OutnumberedOT https://t.co/Admprb5QFU",Thu May 03 17:15:04 +0000 2018,0.0,0.0,1.0,0.0,57
357,@FoxNews,Amy Schumer is 'on the mend' following kidney infection hospitalization https://t.co/SoGkp6ZlJi,Thu May 03 17:10:51 +0000 2018,0.0,0.0,1.0,0.0,58
358,@FoxNews,".@KennedyNation: ""[@NancyPelosi] will not go away."" #Outnumbered https://t.co/XMHDeK366b",Thu May 03 17:04:00 +0000 2018,0.0,0.0,1.0,0.0,59
359,@FoxNews,President @realDonaldTrump: ”We're starting to say 'Merry Christmas' when that day comes around. You notice the big… https://t.co/3GzgsBleBG,Thu May 03 16:56:55 +0000 2018,0.5423,0.171,0.829,0.0,60
360,@FoxNews,.@therealroseanne is on @kanyewest's side. https://t.co/E5qh9TjJsi https://t.co/H9ssv9Rdzt,Thu May 03 16:48:09 +0000 2018,0.0,0.0,1.0,0.0,61
361,@FoxNews,".@KennedyNation: ""If you're going to throw bombs and do something that salacious in a hyper-politicized environment… https://t.co/TMDkTsYiiW",Thu May 03 16:41:32 +0000 2018,0.0,0.0,1.0,0.0,62
362,@FoxNews,Cheerleader's heartwarming 'promposal' goes viral https://t.co/5Zt8HA9OMV,Thu May 03 16:32:08 +0000 2018,0.4767,0.383,0.617,0.0,63
363,@FoxNews,".@HuntsmanAbby: ""[@POTUS] is saying if North Korea does not follow through on denuclearizing their country... we're… https://t.co/tH60bXJQYw",Thu May 03 16:27:23 +0000 2018,0.0,0.0,1.0,0.0,64
364,@FoxNews,Lottery winner survives helicopter crash in North Carolina https://t.co/odfznZtHtE,Thu May 03 16:24:57 +0000 2018,0.2732,0.281,0.519,0.2,65
365,@FoxNews,MOMENTS AGO: President @realDonaldTrump signs executive order to begin faith initiative at @WhiteHouse.… https://t.co/HBAHF2ghrJ,Thu May 03 16:18:44 +0000 2018,0.4215,0.177,0.823,0.0,66
366,@FoxNews,"President @realDonaldTrump: ""John and Richard, you are a living testament to the power of prayer... Prayer changes… https://t.co/A16wdLtxnf",Thu May 03 16:08:00 +0000 2018,0.0,0.0,1.0,0.0,67
367,@FoxNews,"President @realDonaldTrump: ""We know that in solving the many, many problems in our great challenges, faith is more… https://t.co/2QrqpiqR7z",Thu May 03 16:04:19 +0000 2018,0.7845,0.388,0.513,0.099,68
368,@FoxNews,MOMENTS AGO: President @realDonaldTrump signs executive order to begin faith initiative at @WhiteHouse.… https://t.co/h7nFKlzAy9,Thu May 03 16:03:59 +0000 2018,0.4215,0.177,0.823,0.0,69
369,@FoxNews,"President @realDonaldTrump: ""We know that in solving the many, many problems in our great challenges, faith is more… https://t.co/oL4QBwx3cD",Thu May 03 15:48:37 +0000 2018,0.7845,0.388,0.513,0.099,70
370,@FoxNews,"President @realDonaldTrump: ""I will soon be signing an executive order to create a faith initiative at the… https://t.co/jyy3raJM9R",Thu May 03 15:47:53 +0000 2018,0.5994,0.246,0.754,0.0,71
371,@FoxNews,"President @realDonaldTrump: ""My administration has spoken out against religious persecution around the world includ… https://t.co/dOyxMpPR3W",Thu May 03 15:47:23 +0000 2018,0.0,0.0,1.0,0.0,72
372,@FoxNews,"President @realDonaldTrump: ""We are proud of our religious heritage and as President I will always protect religiou… https://t.co/Cve6GuP3rL",Thu May 03 15:46:13 +0000 2018,0.6908,0.275,0.725,0.0,73
373,@FoxNews,"President @realDonaldTrump: ""Faith has shaped our families and it's shaped our communities. It's inspired our commi… https://t.co/ci9COSALjx",Thu May 03 15:44:47 +0000 2018,0.7184,0.286,0.714,0.0,74
374,@FoxNews,"President @realDonaldTrump: ""The prayers of religious leaders like the Rev. Dr. Martin Luther King, great man, help… https://t.co/MtoXeGT6wH",Thu May 03 15:43:55 +0000 2018,0.765,0.292,0.708,0.0,75
375,@FoxNews,"President @realDonaldTrump: ""Prayer has always been at the center of American life because America is a nation of b… https://t.co/tI0fPTL5Zh",Thu May 03 15:43:09 +0000 2018,0.0,0.0,1.0,0.0,76
376,@FoxNews,"President @realDonaldTrump: ""As we gather this morning, our thoughts also turn to the memory of a man who awakened… https://t.co/fK3kGZaxXZ",Thu May 03 15:42:26 +0000 2018,0.0,0.0,1.0,0.0,77
377,@FoxNews,"President @realDonaldTrump: ""We are truly blessed to have a @VP and a @SecondLady who believe in the power of praye… https://t.co/7tzbejEq4j",Thu May 03 15:40:11 +0000 2018,0.7783,0.286,0.714,0.0,78
378,@FoxNews,"President @realDonaldTrump: ""It's wonderful to be here on this glorious Spring morning as we celebrate the… https://t.co/f92D4Q5Mvx",Thu May 03 15:39:40 +0000 2018,0.9246,0.47,0.53,0.0,79
